"dcra_code","tank_farm_id","uscg_id","aea_id","community_fips_code","entity_name","number_of_tanks","total_capacity","gasoline_capacity","diesel_capacity","av_gas_capacity","jet_fuel_capacity","other_fuel_capacity","barge_delivery","plane_delivery","road_delivery","inspected_by_uscg","fuel_supplier","recommendations_by_aea","distance_to_barge_mooring","tank_farm_evaluation_id","data_source","report","geometry"
B1E2DF31-83AC-4972-AEB7-DBBB326D649D,434,,,"0255140",City of Noorvik,,30900,,,,,,true,false,false,false,,,,238,AEA,,POINT (-161.03900146484375 66.83367919921875)
"14C297C3-2167-4D23-8B3D-FDD12520BFB1",436,,,"0255140",Morris Trading Post,,59000,,,,,,true,false,false,false,,,,239,AEA,,POINT (-161.04840087890625 66.83251953125)
"8C665C51-6648-478E-81D5-2AA3D18973DE",437,,,"0255140",Noorvik Native Store,,130500,,,,,,true,false,false,false,,,,761,AEA,,POINT (-161.040283203125 66.83648681640625)
EA360645-E984-41CB-A622-F650A6981DE5,438,,"341-BF-02","0256320",North Slope Borough - Nuiqsut Power Plant,4,160000,,160000,,,,false,true,false,false,Colville,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,939,AEA,"2015 Assessment",POINT (-150.9962158203125 70.22027587890625)
"004D8597-2D52-4BB0-AB89-AC4CF13F28D8",438,,"341-BF-02","0256320",North Slope Borough - Nuiqsut Power Plant,4,160000,,160000,,,,false,true,false,false,Colville,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,939,AEA,"2015 Assessment",POINT (-150.9962158203125 70.22027587890625)
"15BD4EB8-C4BB-4C12-82E1-C88B6BBF46BE",439,,"346-BF-04","0256320",North Slope Borough,,750,,,,,,false,true,false,false,,,,940,AEA,"2015 Assessment",POINT (-151.0006103515625 70.22210693359375)
F9448E88-297B-4A3D-9C04-D55A61CA4E0B,440,,"338-BF-05","0256320",Kuukpik Presbyterian Church,,2000,,,,,,false,true,false,false,,,,941,AEA,"2015 Assessment",POINT (-150.99798583984375 70.21612548828125)
"733759D7-CB44-4A5E-A706-DE653583CF62",441,,"338-BF-01","0256320",North Slope Borough - Nuiqsut Dept. of Municipal Services Bldg.,1,11000,,11000,,,,false,true,false,false,Colville,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,942,AEA,"2015 Assessment",POINT (-150.99822998046875 70.21368408203125)
CE433761-B0D9-4161-8401-5EF31E44C6D5,441,,"338-BF-01","0256320",North Slope Borough - Nuiqsut Dept. of Municipal Services Bldg.,1,11000,,11000,,,,false,true,false,false,Colville,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,942,AEA,"2015 Assessment",POINT (-150.99822998046875 70.21368408203125)
E53E0A9F-D574-4511-81AC-AF770008F760,442,,"345-BF-04","0256320",North Slope Borough,,468000,,,,,,false,true,false,false,,,,943,AEA,"2015 Assessment",POINT (-150.99700927734375 70.21392822265625)
"1E567F40-129D-48E5-AF98-68298F01439F",443,,"344-BF-02","0256320",North Slope Borough - Nuiqsut Trapper School,1,2000,,2000,,,,false,true,false,false,Colville,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1061,AEA,"2015 Assessment",POINT (-151.00048828125 70.21807861328125)
AC92A5C0-148B-4196-9E68-F931CFCDC780,443,,"344-BF-02","0256320",North Slope Borough - Nuiqsut Trapper School,1,2000,,2000,,,,false,true,false,false,Colville,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1061,AEA,"2015 Assessment",POINT (-151.00048828125 70.21807861328125)
"547B1211-2230-4412-9DDA-A428F900442B",444,,"345-BF-01","0256320",North Slope Borough,,1000,,,,,,false,true,false,false,,,,945,AEA,"2015 Assessment",POINT (-150.9989013671875 70.2200927734375)
A205A972-EE54-419C-A784-22F6C5EFBEA2,445,,,"0256320",North Slope Borough - Nuiqsut Fire Dept.,1,7000,,7000,,,,false,true,false,false,Colville,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,946,AEA,"2015 Assessment",POINT (-151.0009765625 70.2166748046875)
"338E3F10-0E7A-4ABE-982C-50609EE96775",445,,,"0256320",North Slope Borough - Nuiqsut Fire Dept.,1,7000,,7000,,,,false,true,false,false,Colville,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,946,AEA,"2015 Assessment",POINT (-151.0009765625 70.2166748046875)
DDD6686D-1B80-4635-9915-CF8C6D9CC472,446,,,"0256320",City of Nuiqsut,,10000,,,,,,false,true,false,false,,,,947,AEA,"2015 Assessment",POINT (-150.99810791015625 70.21368408203125)
"3933D80F-39D4-48E4-B969-6CF6060FD916",447,,"341-BF-01","0256320",North Slope Borough - Nuiqsut Health Clinic,1,6500,,6500,,,,false,true,false,false,Colville,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1063,AEA,"2015 Assessment",POINT (-151 70.21527099609375)
"89B778BC-3127-4F6E-B101-5991DA47EC26",447,,"341-BF-01","0256320",North Slope Borough - Nuiqsut Health Clinic,1,6500,,6500,,,,false,true,false,false,Colville,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1063,AEA,"2015 Assessment",POINT (-151 70.21527099609375)
A0835329-AF65-4E84-84CE-7747EB08843C,448,,"345-BF-03","0256320",North Slope Borough,,1100,,,,,,false,true,false,false,,,,949,AEA,"2015 Assessment",POINT (-150.9989013671875 70.21429443359375)
"0B585140-BD0B-4D35-80CF-331764B7BBFE",449,,"346-BF-02","0256320",North Slope BoroughNuiqsut Old Public Safety Building,,2000,,,,,,false,true,false,false,,,,950,AEA,"2015 Assessment",POINT (-150.9990234375 70.21429443359375)
BDA7F567-7CCB-440D-B865-2323652B61EB,450,,"346-BF-03","0256320",Nuiqsut Assembly of God Church,,1100,,,,,,false,true,false,false,,,,951,AEA,"2015 Assessment",POINT (-150.99481201171875 70.21490478515625)
DC601FC1-3A2B-4C80-9F95-10FE3EDD9761,451,ANC-P-012,"363-BF-01","0261630",North Slope Borough - Point Hope Power Plant,1,10000,,10000,,,,true,false,false,true,Tikigaq Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1069,AEA,"2015 Assessment",POINT (-166.7373046875 68.3485107421875)
"95D354A8-7E2A-4D28-A476-37F53ECD6368",452,,,"0261630",North Slope Borough - Point Hope Fire Station,1,7000,,7000,,,,true,false,false,false,Tikigaq Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1076,AEA,"2015 Assessment",POINT (-166.73150634765625 68.348876953125)
E474BE21-EF86-4234-AB76-B32CE68F896D,453,,,"0261630",North Slope Borough - Point Hope Dept. of Municipal Services Bldg.,1,10000,,10000,,,,true,false,false,false,Tikigaq Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1070,AEA,"2015 Assessment",POINT (-166.71771240234375 68.34991455078125)
FA7B5845-7940-4C5F-8EAA-A7A359D16B42,456,,"363-BF-06","0261630",North Slope Borough School District - Tikigag School,1,2000,,2000,,,,true,false,false,false,Tikigaq Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1071,AEA,"2015 Assessment",POINT (-166.73590087890625 68.34967041015625)
"60E89C03-0731-48F9-9A8D-E0F338FFE0CD",457,,"363-BF-02","0261630",North Slope Borough School District - Tikigag School-Voc. Ed. Bldg.,1,2000,,2000,,,,true,false,false,false,Tikigaq Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1072,AEA,"2015 Assessment",POINT (-166.735595703125 68.34967041015625)
"8D812624-BDC6-4331-A085-BA75DC62D419",458,,"363-BF-20","0261630",North Slope Borough - Point Hope Heavy Equipment Maintenance Facility,1,5000,,5000,,,,true,false,false,false,Tikigaq Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1073,AEA,"2015 Assessment",POINT (-166.71942138671875 68.35009765625)
"43954A97-4351-4BF0-967A-29A64D36C646",459,,"363-BF-15","0261630",Tikigag Corp. Fuel Station,2,12000,6000,6000,,,,true,false,false,false,Crowley,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",500,1074,AEA,"2015 Assessment",POINT (-166.73992919921875 68.3472900390625)
C2D61671-EB4E-40BE-96BC-49F296E8D8A2,460,,"363-BF-05","0261630",North Slope Borough - Point Hope Sewage Treatment Plant,1,2500,,2500,,,,true,false,false,false,t,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1075,AEA,"2015 Assessment",POINT (-166.746826171875 68.3463134765625)
E867DC72-3920-4177-BBB6-DA377D5FDC91,461,,"363-BF-19","0261700",North Slope Borough,,548000,,,,,,true,false,false,false,,,,962,AEA,"2015 Assessment",POINT (-163.00408935546875 69.74072265625)
"62BDFC20-7D02-406B-AE7B-E8E3A792568A",463,,"363-BF-07","0261700",North Slope Borough - Point Lay Fire Station,1,7000,,7000,,,,true,false,false,false,Crowley,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1079,AEA,"2015 Assessment",POINT (-163.01068115234375 69.74188232421875)
C9115959-A754-41E2-9301-60F06A3FCABD,464,,,"0261700",North Slope BoroughPoint Lay Maintenance Facility,,5000,,,,,,true,false,false,false,,,,965,AEA,"2015 Assessment",POINT (-163.00579833984375 69.7410888671875)
CC18CA40-3547-4E41-A733-8A4082DD1FA6,465,,"363-BF-04","0261700",North Slope Borough - Point Lay Health Clinic,1,6000,,6000,,,,true,false,false,false,North Slope Borough,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1080,AEA,"2015 Assessment",POINT (-163.01220703125 69.74090576171875)
"997CADE8-A481-4A8A-A027-66C67951720C",466,,,"0261700",North Slope Borough School District - Kali School,1,6000,,6000,,,,true,false,false,false,North Slope Borough,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1081,AEA,"2015 Assessment",POINT (-163.00830078125 69.742919921875)
"1D1891A5-BB40-4550-944B-3437313732A5",469,,,"0268230",Selawik IRA Fuel Project,,258100,,,,,,true,false,false,false,,,,340,AEA,,POINT (-160.015380859375 66.6063232421875)
"76FC16FB-A51A-44A4-BBB0-138C892695CB",470,ANC-S-011,,"0268230",Rotman  Stores Inc.,,9800,,,,,,true,false,false,true,,,,605,AEA,,POINT (-160.0087890625 66.598876953125)
B343C91A-25D7-42DF-B513-17A326BD56A4,471,,,"0268230","IRA-HUD Housing Apartment ComplexGeneral DeliverySelawik, AK  99770",,26000,,,,,,true,false,false,false,,,,762,AEA,,POINT (-160.01361083984375 66.6051025390625)
AF00A56B-27C0-4A8F-8C02-0B6F58B1FB45,476,,,"0269770",Lutheran Church,,6900,,,,,,true,false,false,false,,,,350,AEA,,POINT (-166.06622314453125 66.25628662109375)
CEBBA7D6-6120-4AEA-8289-21EF73999913,477,,"409-BF-06","0269770",National Guard,,9700,,,,,,true,false,false,false,,,,464,AEA,,POINT (-166.07647705078125 66.25390625)
"0188F5E2-C4B3-4A32-B75A-E7E6F6A72CE9",478,,,"0269770",City-Water Treatment Plant,,8200,,,,,,true,false,false,false,,,,352,AEA,Best Practice Assessment,POINT (-166.0601806640625 66.2576904296875)
E2C20C9D-DC5C-4D14-B512-E8C41312EA92,481,ANC-S-028,,"0269770",City of Shishmaref,,62100,,,,,,true,false,false,true,,,,278,AEA,Best Practice Assessment,POINT (-166.07318115234375 66.25469970703125)
D757BE2A-F56B-4FE8-84A0-2715EC65E6EB,481,ANC-S-028,,"0269770",City of Shishmaref,,62100,,,,,,true,false,false,true,,,,278,AEA,Best Practice Assessment,POINT (-166.07318115234375 66.25469970703125)
F3F5E887-8B3A-4E61-A0EA-95B7A28D000B,483,,"409-BF-02","0269770",US Fish and Wildlife,,3100,,,,,,true,false,false,false,,,,280,AEA,,POINT (-166.07330322265625 66.25787353515625)
"900E68BF-1D5B-4576-AA79-59EAF14176E7",492,,"425-BF-03","0275930",Richard Blodgett,,199400,,,,,,true,false,false,false,,,,488,AEA,,POINT (-166.3651123046875 65.26287841796875)
"994105DB-6F36-41A1-B230-E0373F9E975F",493,ANC-T-006,"426-BF-04","0275930",Teller Native Corporation Store,,3500,,,,,,true,false,false,true,,,,733,AEA,,POINT (-166.36077880859375 65.26092529296875)
"1629B350-C98B-4525-A641-3C0396489C45",494,,"426-BF-05","0275930",Teller Lutheran Church,,6100,,,,,,true,false,false,false,,,,734,AEA,,POINT (-166.36328125 65.263916015625)
"1C4ACFE0-0158-45D7-ACA9-C070DB72B892",495,,"425-BF-08","0275930",Army National Guard Armory,,2300,,,,,,true,false,false,false,,,,735,AEA,,POINT (-166.36322021484375 65.2642822265625)
FAFEBD1F-25B1-4F8A-87F2-3478B694F763,499,,"425-BF-04","0275930",Teller Commercial,,1900,,,,,,true,false,false,false,,,,489,AEA,,POINT (-166.36529541015625 65.26287841796875)
A28C0559-38B5-4735-BF6B-26311071B63D,500,,"426-BF-01","0275930",Teller Commercial,,5600,,,,,,true,false,false,false,,,,490,AEA,,POINT (-166.35980224609375 65.26031494140625)
"7FD6FBDB-244E-42CD-84F3-B8C11ED50D6D",502,,"425-BF-02","0275930",City of Teller Clinic,,1000,,,,,,true,false,false,false,,,,730,AEA,,POINT (-166.3643798828125 65.26348876953125)
"51FA77EC-8692-4F71-B5BE-AE060C540739",504,,"425-BF-07","0275930",Bering Straits School District,,4800,,,,,,true,false,false,false,,,,732,AEA,,POINT (-166.36602783203125 65.263916015625)
"847E852A-C3F8-4E3F-8540-1D5838E47248",506,,,"0282750",North Slope Borough School District,,908000,,,,,,true,false,false,false,,,,969,AEA,"2015 Assessment",POINT (-160.03369140625 70.6361083984375)
AC2A183B-9056-4584-A18C-B39363D95AD7,508,,"456-BF-01","0282750",North Slope Borough - Wainwright Water Treatment Plant,1,10000,,10000,,,,true,false,false,false,Olgoonik Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1092,AEA,"2015 Assessment",POINT (-160.02880859375 70.6370849609375)
B82E0630-287E-4591-89C8-CEBAB608667F,509,,"456-BF-04","0282750",North Slope Borough - Wainwright Health Clinic,1,6000,,6000,,,,true,false,false,false,Olgoonik Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1093,AEA,"2015 Assessment",POINT (-160.02960205078125 70.6376953125)
A4BFB65F-3817-45CA-8B53-0E122E14A4C1,510,,"456-BF-03","0282750",North Slope Borough - Wainwright Fire Station,1,7000,,7000,,,,true,false,false,false,Olgoonik Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1094,AEA,"2015 Assessment",POINT (-160.03289794921875 70.63787841796875)
"08A09353-8C0F-47F7-850E-77DB129A1B41",511,,,"0282750",Olgoonik Corporation - Hotel & Restaurant,1,1700,,1700,,,,true,false,false,false,Olgoonik Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1095,AEA,"2015 Assessment",POINT (-160.0322265625 70.6376953125)
"8FD82835-EB2B-444F-ABFE-B24E94439A61",512,,"456-BF-02","0282750",City of Wainwright,,2400,,,,,,true,false,false,false,,,,975,AEA,"2015 Assessment",POINT (-160.03277587890625 70.6383056640625)
"10E17596-EA7D-4231-BFF9-570A63ADEA9E",514,,"456-BF-07","0282750",North Slope Borough - Wainwright Sewage Treatment Plant,1,2000,,2000,,,,true,false,false,false,Olgoonik Corporation,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1096,AEA,"2015 Assessment",POINT (-160.0216064453125 70.64288330078125)
"45A65B7E-EC2D-4DEA-8128-8BB70F8BBC83",515,ANC-W-001,,"0282750",North Slope Borough ,,500000,,,,,,true,false,false,true,,,,978,AEA,"2015 Assessment",POINT (-160.010986328125 70.64007568359375)
"31748366-F5A6-4B80-A966-0BEA4B94E1F7",519,ANC-W-006,,"0282860",Native Village of Wales Native Store - Retail Sales,6,101100,21000,80100,,,,true,false,false,true,Crowley Marine,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",400,282,AEA,"2015 Assessment",POINT (-168.0875244140625 65.6060791015625)
"9590870E-3874-48C9-A5A1-809FF3E2A8F7",520,,"458-BF-06","0282860",City of Wales WTP,1,10700,,10700,,,,true,false,false,false,Crowley Marine,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",300,283,AEA,"2015 Assessment",POINT (-168.09100341796875 65.6085205078125)
"6B8D0DD4-3D0D-4B97-8BBD-AB4B3D7333DF",523,ANC-A-009,,"0201200",Alaska Village Electric Cooperative,,117029,,,,,,true,false,false,true,,,,88,AEA,,POINT (-164.66510009765625 62.68487548828125)
"38BA658A-4660-449D-9654-ED0895FECEB6",524,ANC-A-013,,"0201200",Alakanuk Native Corporation,1,150000,,150000,,,,true,false,false,true,,,,700,AEA,Best Practice Assessment,POINT (-164.62188720703125 62.6865234375)
A33F94B4-31AE-48BE-B2E6-07A4BA6B6E4C,525,,,"0201200",State of Alaska Village Safe Water,,40000,,,,,,true,false,false,false,,,,701,AEA,,POINT (-164.66510009765625 62.6846923828125)
D006AEA8-FB4B-4EC8-8B12-A7A3D223249C,527,ANC-A-010,,"0201200",City of Alakanuk,1,40000,,40000,,,,true,false,false,true,,,,703,AEA,Best Practice Assessment,POINT (-164.621826171875 62.68670654296875)
A36D0D2B-DD3E-4F4D-82C7-556B48F7B05E,529,,,"0213230",Chevak Traditional Council,,10000,,,,,,true,false,false,false,,,,870,AEA,,POINT (-165.58599853515625 61.529296875)
"3422CFAB-36FA-4948-819D-BF43C5EBA6EE",530,,,"0213230",City of Chevak,1,27000,,27000,,,,true,false,false,false,,,,29,AEA,,POINT (-165.586181640625 61.528076171875)
"93B0C607-E6A9-4772-80A0-A1CB8F194B6C",530,,,"0213230",City of Chevak,1,27000,,27000,,,,true,false,false,false,,,,29,AEA,,POINT (-165.586181640625 61.528076171875)
"57802F02-1FE2-4D07-A325-DC027155B116",532,ANC-C-005,,"0213230",Chevak Company Corp. Store,1,195840,50000,150000,,,,true,false,false,true,,,,31,AEA,,POINT (-165.5894775390625 61.5277099609375)
C0223FF5-B95B-4CF2-80C4-FB5DCC124ADC,533,,,"0213230",Wayne Hill Company Store,,28000,,,,,,true,false,false,false,,,,540,AEA,,POINT (-165.58538818359375 61.52752685546875)
"485090BC-7E66-492A-A558-7CD6303CC673",535,,,"0213230",Chevak Company Corporation (beach),,46000,,,,,,true,false,false,false,,,,32,AEA,,POINT (-165.584716796875 61.5286865234375)
"7170A605-FFC2-47EF-AEDC-440948DAFE5D",536,,,"0213230",Chevak Traditional Council,,2600,,,,,,true,false,false,false,,,,33,AEA,,POINT (-165.5863037109375 61.529296875)
"08F52340-FE40-4C20-B7D8-2922E0841D71",544,,,"0222250",AK Army National Guard,,4500,,,,,,true,false,false,false,,,,782,AEA,,POINT (-162.26031494140625 64.6182861328125)
C5239287-43F6-4C25-8984-4C975E90503E,545,,,"0222250",ADOT Airport,,3000,,,,,,true,false,false,false,,,,783,AEA,,POINT (-162.2706298828125 64.61907958984375)
"150EB6CF-7262-4ABF-AAA4-E58A6587C34C",548,ANC-E-025,"176-BF-01","0222910",Grant Air Services,,133000,,,,,,true,false,false,true,,,,873,AEA,,POINT (-164.4951171875 62.77691650390625)
AC024D0B-F6A8-4873-A2E6-17A620B1D007,552,ANC-E-020,,"0222910",Alaska Village Electric Cooperative,,172247,,,,,,true,false,false,true,,,,97,AEA,,POINT (-164.531005859375 62.77789306640625)
"748B2C47-6F53-4F18-A713-48B459244BC0",554,ANC-E-021,"176-BF-09","0222910",Emmonak Corporation,,380000,200000,150000,,,,true,false,false,true,,,,100,AEA,Best Practice Assessment,POINT (-164.5177001953125 62.7764892578125)
FC5CF6B6-4F4D-419A-9C9C-AF80A016FA7C,555,ANC-E-023,"176-BF-08","0222910",City of Emmonak,,52200,,,,,,true,false,false,true,,,,99,AEA,Best Practice Assessment,POINT (-164.5181884765625 62.77667236328125)
CF53613F-3E89-446F-98A3-CA1D7E676BA7,556,,,"0222910",AC Company Store,,20000,,,,,,true,false,false,false,,,,871,AEA,,POINT (-164.5457763671875 62.778076171875)
"2EEB9F86-9E52-4DB2-8CFB-F76BC37F6086",560,,,"0227640","7th Day Adventist Church",,2300,,,,,,true,false,false,false,,,,161,AEA,,POINT (-171.73028564453125 63.77752685546875)
"31A503C7-5399-43F7-9BFC-CD3DE731491C",561,ANC-G-004,,"0227640",Bering Straits Schools,,51700,,,,,,true,false,false,true,,,,106,AEA,,POINT (-171.73529052734375 63.7786865234375)
EA99F3E6-95C7-4A2D-B594-6959266E71F9,561,ANC-G-004,,"0227640",Bering Straits Schools,,51700,,,,,,true,false,false,true,,,,106,AEA,,POINT (-171.73529052734375 63.7786865234375)
"66D787F9-17BE-4A5B-8890-8AC36424CD55",563,,,"0227640",ANICA Native Store ,,332400,,,,,,true,false,false,false,,,,109,AEA,,POINT (-171.726806640625 63.778076171875)
ECBCD8D2-3AC3-4138-99A9-100BBD56D4ED,565,,,"0227640",Presbyterian Church,,2700,,,,,,true,false,false,false,,,,92,AEA,,POINT (-171.7340087890625 63.77911376953125)
C8EC9D39-F5C7-4B8E-94A5-4B7BE891EF44,565,,,"0267460",Presbyterian Church,,2700,,,,,,true,false,false,false,,,,92,AEA,,POINT (-171.7340087890625 63.77911376953125)
"449628B5-6B03-41F8-92FA-E931C030D353",569,,"223-BF-04","0233470",Alaska Village Electric Cooperative,,160900,,,,,,true,false,false,false,,,,123,AEA,,POINT (-166.102294921875 61.53070068359375)
"57CBFD5A-B0B9-4C1D-A73B-1CED62471744",570,ANC-H-010,"223-BF-03","0233470",City of Hooper Bay,,20000,,,,,,true,false,false,true,,,,124,AEA,,POINT (-166.10308837890625 61.53009033203125)
A27942C2-FA2F-492A-A3C3-0F16D8FB9618,572,,"224-BF-08","0233470",Yukon Fuel Company (Cemetary North),,126995,,,,,,true,false,false,false,,,,125,AEA,,POINT (-166.10040283203125 61.53411865234375)
"47D2944D-42AD-431F-975F-E10C14A3CAC9",573,,"224-BF-01","0233470",Yukon Fuel Company (Cemetary South),,96208,,,,,,true,false,false,false,,,,126,AEA,,POINT (-166.1029052734375 61.5333251953125)
"88A5A8CE-033C-48C5-B537-5CDF4ED67B25",575,,,"0233470",Little Flower of Jesus Parish,,2519,,,,,,true,false,false,false,,,,127,AEA,,POINT (-166.10418701171875 61.53009033203125)
"97961562-1051-4566-8A91-2EBDE3E2B851",579,,,"0241720",City of Kotlik,,18100,,,,,,true,false,false,false,,,,60,AEA,,POINT (-163.5546875 63.03289794921875)
"2A23D579-10CA-4A9D-BB28-767301C1B066",580,,,"0241720",Alaska Commercial Store,,15000,,,,,,true,false,false,false,,,,713,AEA,,POINT (-163.54229736328125 63.03448486328125)
"29891D9C-5E68-4937-B0ED-CB59B250A0D8",582,ANC-K-044,"278-BF-01","0241940",Alaska Village Electric Cooperative,,71250,,,,,,true,false,false,true,,,,62,AEA,,POINT (-161.1572265625 64.93212890625)
A711DDDE-1999-4493-A3CD-A603CD67B3FF,585,,"278-BF-02","0241940",Beach (unknown),,6500,,,,,,true,false,false,false,,,,784,AEA,,POINT (-161.1572265625 64.93212890625)
"646135BE-4BDA-41E6-BB75-8D7817C4BD00",588,,"278-BF-05","0241940","ADOT, Airport",,3000,,,,,,true,false,false,false,,,,787,AEA,,POINT (-161.1572265625 64.93212890625)
"7E0F11B3-4341-4BBB-BAD4-E3A3F00A110A",590,ANC-M-002,,"0247000",Maserculiq - Retail Sales,7,108400,53000,55400,,,,true,false,false,true,"Ruby Marine, Crowley Marine, Vitus Marine","Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",100,191,AEA,"2017 Letter Report & Best Practice Assessment",POINT (-162.08428955078125 61.87811279296875)
